wx,wy,wz,nx,ny,nz,tx,ty,tz,class
5.513,6.999,-7.642,-1.44,7.198,5.567,-1.05,10.195,3.036,tabletennis
5.395,6.96,-6.821,-1.19,7.355,5.516,-0.159,10.135,3.035,tabletennis
5.097,6.864,-6.175,-0.943,7.3,5.891,0.426,9.904,3,tabletennis
4.623,6.73,-5.719,-0.936,7.315,6.539,0.516,9.657,2.986,tabletennis
4.088,6.606,-5.418,-1.199,7.315,7.151,0.156,9.483,2.99,tabletennis
3.624,6.541,-5.171,-1.682,7.142,7.434,-0.488,9.304,2.966,tabletennis
3.25,6.466,-4.907,-2.361,6.822,7.885,-1.257,9.125,2.835,tabletennis
3.015,6.44,-4.557,-2.998,6.525,7.944,-2.035,8.976,2.696,tabletennis
2.936,6.574,-4.16,-3.311,6.408,8.082,-2.667,8.86,2.643,tabletennis
2.944,6.826,-3.604,-3.157,6.428,8.074,-3.112,8.717,2.685,tabletennis
3.015,7.094,-2.97,-2.66,6.501,8.065,-3.508,8.531,2.903,tabletennis
3.13,7.296,-2.37,-2.085,6.515,8.102,-3.868,8.298,3.263,tabletennis
3.182,7.387,-1.827,-1.696,6.523,8.175,-4.131,8.07,3.631,tabletennis
3.117,7.369,-1.42,-1.542,6.541,8.187,-4.191,7.891,3.922,tabletennis
2.947,7.366,-1.126,-1.501,6.585,8.053,-4.092,7.663,4.129,tabletennis
2.746,7.4,-0.98,-1.409,6.638,7.882,-4.092,7.416,4.283,tabletennis
2.654,7.466,-0.935,-1.233,6.653,7.77,-4.063,7.3,4.466,tabletennis
2.626,7.518,-0.893,-1.043,6.621,7.622,-4.098,7.405,4.651,tabletennis
2.581,7.666,-0.84,-0.864,6.621,7.351,-4.061,7.709,4.837,tabletennis
2.513,7.825,-0.813,-0.712,6.683,7.076,-3.898,8.145,5.012,tabletennis
2.461,7.955,-0.741,-0.582,6.802,6.834,-3.588,8.758,5.107,tabletennis
2.518,8.037,-0.584,-0.485,6.924,6.661,-3.181,8.666,5.235,tabletennis
2.62,8.066,-0.394,-0.425,7.011,6.551,-2.812,9.166,5.507,tabletennis
2.67,8.078,-0.198,-0.395,6.99,6.463,-2.616,9.483,6.12,tabletennis
2.654,8.092,0.024,-0.394,6.87,6.331,-2.604,9.544,6.146,tabletennis
2.646,8.143,0.224,-0.439,6.886,6.069,-2.658,9.469,6.512,tabletennis
2.658,8.225,0.396,-0.466,7.035,5.744,-2.421,9.544,6.487,tabletennis
2.696,8.313,0.548,-0.437,7.244,5.483,-1.776,9.861,6.583,tabletennis
2.737,8.362,0.638,-0.315,7.384,5.404,-1.223,9.914,6.765,tabletennis
2.85,8.505,0.727,-0.13,7.43,5.444,-1.235,9.203,6.754,tabletennis
3.041,8.728,0.729,0.044,7.445,5.498,-1.12,7.924,6.802,tabletennis
3.15,8.947,0.672,0.163,7.491,5.498,-1.009,6.393,6.282,tabletennis
3.212,9.085,0.546,0.26,7.564,5.513,-0.767,5.205,5.608,tabletennis
3.245,9.216,0.354,0.371,7.672,5.486,-0.618,4.469,5.077,tabletennis
3.262,9.377,0.211,0.517,7.757,5.424,-0.739,4.025,4.911,tabletennis
3.278,9.531,-0.034,0.62,7.773,5.368,-0.915,3.8,4.99,tabletennis
3.195,9.623,-0.322,0.591,7.724,5.315,-0.992,3.876,5.203,tabletennis
3.037,9.609,-0.54,0.469,7.782,5.235,-0.843,4.184,5.406,tabletennis
2.875,9.525,-0.668,0.316,7.902,5.256,-0.527,4.551,5.533,tabletennis
2.726,9.349,-0.668,0.175,7.963,5.468,-0.281,4.834,5.563,tabletennis
2.612,9.063,-0.539,0.004,7.967,5.649,-0.227,5.113,5.529,tabletennis
2.504,8.753,-0.28,-0.175,8.04,5.534,-0.26,5.477,5.626,tabletennis
2.343,8.487,0.001,-0.32,8.286,5.043,-0.289,5.753,5.78,tabletennis
2.151,8.319,0.196,-0.356,8.584,4.634,-0.271,5.778,5.681,tabletennis
1.963,8.267,0.287,-0.384,8.745,4.597,-0.184,5.668,5.405,tabletennis
1.846,8.376,0.297,-0.59,8.766,4.8,-0.08,5.701,5.139,tabletennis
1.814,8.635,0.209,-0.919,8.677,5.01,0.02,6.339,5.222,tabletennis
1.846,8.985,-0.022,-1.221,8.519,5.186,0.299,7.705,5.999,tabletennis
1.931,9.325,-0.273,-1.372,8.382,5.274,0.437,9.112,7.532,tabletennis
2.048,9.65,-0.503,-1.35,8.314,5.27,-0.023,10.348,9.661,tabletennis
2.116,9.953,-0.715,-1.144,8.367,5.18,-1.194,11.137,11.915,tabletennis
2.084,10.13,-0.996,-0.873,8.478,5.075,-2.599,11.065,12.735,tabletennis
1.962,10.36,-1.21,-0.662,8.497,5.054,-3.602,10.384,11.323,tabletennis
1.695,10.55,-1.383,-0.608,8.489,5.034,-3.804,9.323,8.514,tabletennis
1.336,10.603,-1.498,-0.7,8.531,4.939,-3.067,8.068,5.65,tabletennis
0.874,10.479,-1.615,-0.943,8.584,4.842,-1.79,7.057,3.664,tabletennis
0.315,10.187,-1.723,-1.258,8.551,4.75,-0.607,6.558,2.473,tabletennis
-0.223,9.869,-1.719,-1.529,8.447,4.602,0.494,6.589,2.01,tabletennis
-0.699,9.597,-1.695,-1.653,8.35,4.487,1.477,7.016,2.024,tabletennis
-1.195,9.434,-1.7,-1.69,8.195,4.538,1.823,7.548,2.207,tabletennis
-1.682,9.342,-1.683,-1.751,8.041,4.696,1.295,8.107,2.551,tabletennis
-2.163,9.384,-1.628,-1.824,7.888,4.81,0.078,8.683,2.818,tabletennis
-2.553,9.456,-1.595,-1.867,7.743,4.802,-1.421,9.334,2.865,tabletennis
-2.838,9.559,-1.589,-1.877,7.67,4.751,-2.746,10.009,2.981,tabletennis
-3.071,9.679,-1.542,-1.883,7.634,4.751,-3.648,10.483,3.323,tabletennis
-3.071,9.814,-1.492,-1.912,7.609,4.804,-4.017,10.493,3.511,tabletennis
-3.229,9.992,-1.407,-1.939,7.561,4.812,-3.747,10.062,3.197,tabletennis
-3.363,10.264,-1.307,-1.917,7.529,4.785,-2.865,9.442,2.703,tabletennis
-3.488,10.623,-1.231,-1.883,7.507,4.766,-1.743,8.891,2.236,tabletennis
-3.61,10.93,-1.233,-1.933,7.478,4.835,-0.834,8.683,1.802,tabletennis
-3.78,11.28,-1.192,-2.154,7.361,5.03,-0.486,8.824,1.512,tabletennis
-4,11.308,-0.992,-2.496,7.186,5.2,-0.632,9.2,1.559,tabletennis
-4.18,11.648,-0.686,-2.807,7.016,5.225,-1.125,9.723,1.792,tabletennis
-4.05,11.935,-0.784,-2.931,6.886,5.205,-1.666,10.189,1.85,tabletennis
-3.5,12.031,-0.778,-2.865,6.743,5.179,-2.023,10.477,1.866,tabletennis
-2.784,11.779,-0.628,-2.692,6.595,5.234,-2.152,10.508,1.945,tabletennis
-2.154,11.19,-0.311,-2.636,6.473,5.357,-2.036,10.349,2.039,tabletennis
-1.692,10.393,0.04,-2.806,6.431,5.529,-1.772,10.089,2.089,tabletennis
-1.525,9.665,0.49,-3.144,6.439,5.811,-1.481,9.774,2.095,tabletennis
-1.636,9.157,1.063,-3.554,6.439,6.124,-1.302,9.503,2.216,tabletennis
-1.889,8.927,1.496,-3.932,6.445,6.068,-1.379,9.284,2.399,tabletennis
-2.146,8.969,1.799,-4.055,6.442,5.708,-1.674,9.125,2.581,tabletennis
-2.368,9.276,2.163,-4.022,6.445,5.495,-2.094,9.067,2.695,tabletennis
-2.549,9.734,2.476,-3.852,6.389,5.538,-2.541,9.052,2.817,tabletennis
-2.766,10.226,2.655,-3.648,6.254,5.754,-2.863,9.098,2.938,tabletennis
-2.691,10.657,2.925,-3.485,6.08,5.926,-2.966,9.221,3.152,tabletennis
-2.223,10.789,3.626,-3.381,5.96,6.059,-2.914,9.242,3.454,tabletennis
-1.585,10.531,4.334,-3.381,5.923,6.108,-2.819,9.131,3.762,tabletennis
-1.12,9.979,4.824,-3.468,5.99,6.116,-2.696,8.952,4.034,tabletennis
-1.361,8.845,5.133,-3.735,6.044,6.061,-2.582,8.776,4.338,tabletennis
-1.361,8.845,5.133,-4.069,6.056,6.017,-2.555,8.638,4.736,tabletennis
-1.968,8.464,4.955,-4.359,6.023,6.047,-2.549,8.61,5.25,tabletennis
-3.139,7.866,4.302,-4.48,5.982,6.169,-2.65,8.681,5.578,tabletennis
-3.139,7.866,4.302,-4.458,5.92,6.367,-2.704,8.593,6.051,tabletennis
-3.592,7.608,4.02,-4.31,5.866,6.518,-2.563,8.14,6.337,tabletennis
-4.041,7.394,3.887,-4.181,5.879,6.512,-2.227,7.466,6.365,tabletennis
-4.447,7.21,3.903,-4.15,6.006,6.333,-1.987,6.754,6.341,tabletennis
-4.822,7.089,3.955,-4.375,6.34,6.183,-1.896,6.179,6.559,tabletennis
-5.154,7.066,3.998,-4.762,6.849,6.069,-1.931,5.945,6.737,tabletennis
-5.423,7.189,4.041,-5.052,7.251,5.994,-2.24,6.245,6.675,tabletennis
-5.614,7.459,3.94,-5.171,7.311,6.033,-3.124,7.148,7.019,tabletennis
-5.719,7.767,3.772,-5.201,7.252,6.09,-4.404,8.106,8.141,tabletennis
-5.659,7.909,3.634,-5.212,7.265,6.047,-5.25,8.735,9.693,tabletennis
-5.521,7.738,3.6,-5.23,7.33,5.959,-5.392,8.935,10.618,tabletennis
-5.416,7.355,3.638,-5.18,7.361,5.879,-4.578,8.631,10.326,tabletennis
-5.419,6.942,3.673,-5.089,7.341,5.868,-3.4,7.827,8.964,tabletennis
-5.573,6.625,3.662,-5.042,7.282,5.835,-2.512,6.669,7.14,tabletennis
-5.805,6.384,3.654,-4.992,7.214,5.667,-1.981,5.338,5.817,tabletennis
-6.078,6.136,3.622,-4.938,7.153,5.355,-1.393,4.064,5.052,tabletennis
-6.361,5.857,3.551,-4.895,7.132,5.113,-0.619,3.237,4.429,tabletennis
-6.649,5.576,3.437,-4.865,7.122,5.037,-0.066,2.989,3.912,tabletennis
-6.876,5.319,3.286,-4.814,7.11,5.067,0.393,3.245,3.645,tabletennis
-7.001,5.097,3.121,-4.741,7.034,5.162,1.014,3.93,3.827,tabletennis
-7.023,4.903,2.95,-4.604,6.986,5.283,1.533,4.717,4.029,tabletennis
-6.893,4.69,2.801,-4.428,6.98,5.363,1.696,5.312,4.051,tabletennis
-6.668,4.453,2.747,-4.227,6.98,5.345,1.428,5.616,4.089,tabletennis
-6.579,4.148,2.835,-4.013,6.97,5.255,0.863,5.655,4.177,tabletennis
-6.614,3.8,2.971,-3.776,6.98,5.137,0.207,5.562,4.24,tabletennis
-6.74,3.555,3.11,-3.522,6.97,4.992,-0.344,5.454,4.263,tabletennis
-6.943,3.461,3.256,-3.293,6.941,4.848,-0.776,5.391,4.472,tabletennis
-7.214,3.571,3.359,-3.084,6.934,4.695,-1.053,5.401,4.968,tabletennis
-7.374,3.876,3.341,-2.92,6.929,4.634,-1.201,5.454,5.681,tabletennis
-7.365,4.208,3.239,-2.819,6.916,4.638,-1.189,5.514,6.382,tabletennis
-7.391,4.36,3.121,-2.813,6.973,4.617,-1.034,5.553,6.905,tabletennis
-7.474,4.256,3.068,-2.865,7.083,4.573,-0.814,5.605,7.389,tabletennis
-7.514,3.948,3.14,-2.891,7.165,4.518,-0.69,5.715,7.906,tabletennis
-7.505,3.62,3.335,-2.868,7.227,4.415,-0.758,5.867,8.351,tabletennis
-7.527,3.409,3.657,-2.749,7.25,4.326,-0.916,6.197,8.721,tabletennis
-7.635,3.323,4.014,-2.553,7.235,4.33,-1.115,6.862,9.469,tabletennis
-7.802,3.324,4.384,-2.373,7.169,4.38,-1.554,7.93,10.974,tabletennis
-7.949,3.43,4.738,-2.255,7.096,4.454,-2.563,8.684,12.336,tabletennis
-8.024,3.694,4.968,-2.197,7.08,4.572,-3.768,9.27,13.021,tabletennis
-7.961,4.025,4.998,-2.21,7.122,4.721,-4.755,9.598,12.931,tabletennis
-7.779,4.293,4.99,-2.263,7.199,4.877,-5.109,10.025,12.459,tabletennis
-7.629,4.378,5.055,-2.295,7.263,5.007,-5.057,9.888,11.029,tabletennis
-7.599,4.272,5.065,-2.304,7.299,5.167,-3.905,9.352,8.9,tabletennis
-7.74,4.137,5.051,-2.332,7.287,5.321,-2.011,9.006,8.224,tabletennis
-7.998,4.17,5.065,-2.404,7.197,5.477,-0.107,7.818,7.966,tabletennis
-8.309,4.383,5.018,-2.58,7.062,5.708,2.23,6.223,6.303,tabletennis
-8.675,4.621,4.858,-2.897,6.865,6.038,4.235,5.096,4.306,tabletennis
-9.024,4.717,4.683,-3.203,6.675,6.292,4.45,4.615,3.316,tabletennis
-9.244,4.683,4.5,-3.563,6.536,6.358,2.28,5.101,4.146,tabletennis
-9.456,4.594,4.198,-3.484,6.497,6.182,0.018,6.229,4.432,tabletennis
-9.524,4.452,3.905,-3.444,6.588,6.017,-2.008,7.525,3.594,tabletennis
-9.462,4.304,3.693,-3.104,6.894,6.026,-3.837,8.636,2.553,tabletennis
-9.367,4.177,3.475,-2.64,6.774,6.238,-4.79,9.343,1.944,tabletennis
-9.258,4.081,3.236,-2.258,6.996,6.513,-4.875,9.613,2.128,tabletennis
-9.189,4.009,3.096,-2.121,7.119,6.747,-4.354,9.469,2.751,tabletennis
-9.123,3.97,2.96,-2.21,7.102,6.747,-3.601,9.031,3.043,tabletennis
-9.037,3.936,2.783,-2.502,6.967,7.264,-2.831,8.61,3.025,tabletennis
-8.896,3.887,2.622,-2.841,6.729,7.141,-2.039,8.343,2.919,tabletennis
-8.698,3.826,2.48,-3.074,6.449,7.175,-1.314,8.235,2.915,tabletennis
-8.502,3.751,2.358,-3.187,6.25,7.131,-0.937,8.278,2.948,tabletennis
-8.335,3.705,2.259,-3.135,6.223,6.941,-1.001,8.52,2.872,tabletennis
-8.137,3.728,2.205,-2.901,6.41,6.6,-1.377,8.838,2.765,tabletennis
-7.866,3.79,2.173,-2.602,6.723,6.414,-1.786,9.076,2.72,tabletennis
-7.573,3.87,2.184,-2.33,7.022,6.366,-2.11,9.102,2.756,tabletennis
-7.292,3.962,2.218,-2.349,7.325,6.527,-2.417,8.982,2.838,tabletennis
-6.993,4.081,2.255,-2.941,7.588,6.782,-2.35,8.741,2.774,tabletennis
-6.715,4.225,2.274,-3.928,7.787,7.034,-2.449,8.519,2.574,tabletennis
-6.481,4.313,2.283,-5.246,7.845,7.19,-2.421,8.519,2.416,tabletennis
-6.239,4.331,2.349,-6.565,7.751,7.258,-2.348,8.447,2.211,tabletennis
-6.006,4.365,2.419,-7.362,7.538,7.217,-2.28,8.866,1.996,tabletennis
-5.837,4.405,2.51,-7.475,7.3,7.064,-2.221,9.141,1.911,tabletennis
wx,wy,wz,nx,ny,nz,tx,ty,tz,tabletennis
2.21,8.736,0.534,1.641,6.94,3.639,-2.817,7.709,5.811,tabletennis
2.315,8.871,0.719,1.709,6.96,3.688,-4.043,8.267,5.936,tabletennis
2.404,8.941,1.006,1.774,6.877,3.901,-4.02,8.564,6.158,tabletennis
2.598,9.086,1.188,1.852,6.602,4.155,-4.743,8.647,6.296,tabletennis
2.904,9.274,1.427,1.968,6.3,4.403,-5.025,8.34,6.329,tabletennis
2.46,9.438,1.694,2.079,6.178,4.624,-4.911,8.543,6.304,tabletennis
2.715,9.522,1.835,2.139,6.342,4.847,-3.99,8.073,6.181,tabletennis
2.537,9.522,1.677,2.166,6.743,5.126,-4.168,8.073,5.874,tabletennis
2.357,9.93,1.313,2.115,7.059,5.428,-3.722,7.773,5.951,tabletennis
2.209,9.851,0.7,1.969,7.107,5.642,-3.302,7.403,5.665,tabletennis
1.863,10.077,0.157,1.798,7.013,5.647,-2.927,7.044,5.438,tabletennis
1.773,10.105,-0.15,1.627,7.08,5.49,-2.611,6.877,5.409,tabletennis
2.274,9.789,0.163,1.488,7.881,5.523,-2.383,7.022,5.596,tabletennis
3.299,9.056,0.016,1.387,9.281,5.969,-2.247,7.36,5.997,tabletennis
4.499,8.134,0.46,1.277,10.937,6.71,-2.149,7.626,6.448,tabletennis
5.328,7.436,0.899,1.032,10.975,7.374,-2.113,7.657,6.822,tabletennis
5.404,7.179,1.251,0.403,9.292,7.375,-2.076,7.454,7.072,tabletennis
4.984,7.106,1.694,-0.571,7.58,7.286,-1.863,7.118,7.177,tabletennis
4.42,7.029,1.95,-1.434,6.785,7.664,-1.448,6.834,7.092,tabletennis
3.821,7.047,2.065,-1.82,6.563,8.602,-0.892,6.755,6.845,tabletennis
3.486,7.184,2.132,-1.835,6.28,9.518,-0.281,6.907,6.54,tabletennis
3.704,7.306,2.361,-1.727,5.948,10.258,0.253,7.217,6.28,tabletennis
4.219,7.229,2.808,-1.483,5.775,10.635,0.611,7.556,6.067,tabletennis
4.626,6.879,3.249,-1.142,5.731,10.672,0.728,7.835,5.944,tabletennis
4.603,6.542,3.558,-0.779,5.45,10.406,0.597,7.997,5.899,tabletennis
4.318,6.431,3.709,-0.36,5.076,9.501,0.315,8.016,5.908,tabletennis
4.037,6.521,4.023,-0.159,4.773,8.908,-0.055,7.865,5.954,tabletennis
3.857,6.671,4.428,-0.284,4.383,8.815,-0.381,7.615,5.958,tabletennis
3.903,6.808,4.72,-0.478,3.832,8.987,-0.597,7.326,5.899,tabletennis
4.167,6.954,4.878,-0.551,3.23,9.239,-0.566,7.1,5.732,tabletennis
4.246,7.211,4.822,-0.523,2.813,9.518,-0.346,7.013,5.488,tabletennis
4.143,7.597,4.596,-0.468,2.617,9.79,-0.041,7.058,5.285,tabletennis
4.065,8.126,4.399,-0.408,2.456,10.016,0.239,7.223,5.158,tabletennis
4.073,8.593,4.374,-0.35,2.279,10.107,0.4,7.415,5.095,tabletennis
4.495,8.923,4.191,-0.223,2.105,10.094,0.409,7.519,5.083,tabletennis
5.514,9.44,3.954,0.02,2.005,9.99,0.297,7.463,5.11,tabletennis
5.514,9.44,3.954,0.376,1.958,9.906,0.122,7.241,5.149,tabletennis
5.067,9.667,3.711,0.784,1.911,9.895,-0.126,7.004,5.24,tabletennis
4.24,10.183,3.425,1.126,1.854,9.95,-0.443,6.732,5.397,tabletennis
3.361,10.596,3.729,1.298,1.84,10.017,-0.747,6.39,5.385,tabletennis
3.667,10.251,4.068,1.323,1.944,10.027,-0.936,6.094,5.258,tabletennis
5.036,9.688,4.608,1.268,2.125,9.986,-0.919,5.83,5.004,tabletennis
6.95,9.182,4.956,1.217,2.322,9.912,-0.751,5.631,4.62,tabletennis
8.438,8.788,4.818,1.207,2.48,9.834,-0.492,5.571,4.143,tabletennis
9.379,8.395,4.095,1.227,2.594,9.723,-0.184,5.887,3.776,tabletennis
10.069,8.004,3.464,1.293,2.68,9.621,0.075,6.948,3.91,tabletennis
10.235,7.29,2.963,1.433,2.725,9.578,0.297,8.23,4.827,tabletennis
9.779,6.554,2.674,1.596,2.728,9.614,0.621,8.535,6.351,tabletennis
9.1,5.99,2.521,1.739,2.704,9.687,1.057,8.139,8.18,tabletennis
8.642,5.327,2.684,1.805,2.684,9.754,1.522,7.452,9.576,tabletennis
8.161,4.981,2.753,1.757,2.698,9.756,2.018,6.673,9,tabletennis
7.509,4.553,2.708,1.583,2.757,9.762,2.497,6.063,6.376,tabletennis
6.851,3.779,2.587,1.341,2.838,9.771,2.344,6.286,3.156,tabletennis
6.011,3.218,2.582,1.111,2.899,9.752,0.576,8.593,1.489,tabletennis
6.009,2.855,2.618,0.927,2.98,9.686,-2.148,13.076,2.863,tabletennis
6.692,2.471,2.746,0.792,3.06,9.686,-5.6,16.649,6.64,tabletennis
6.962,2.031,2.802,0.707,3.078,9.724,-8.857,17.16,9.767,tabletennis
6.608,1.399,2.573,0.704,3.036,9.75,-10.011,15.19,8.544,tabletennis
5.91,1.02,2.101,0.743,2.938,9.778,-7.919,12.063,3.348,tabletennis
5.164,1.191,1.456,0.816,2.829,9.823,-3.468,9.111,-1.62,tabletennis
5.033,2.851,1.225,0.844,2.74,9.902,0.072,7.071,-2.83,tabletennis
5.231,3.455,0.692,0.803,2.715,9.957,1.342,6.078,-2.218,tabletennis
5.349,2.589,0.575,0.693,2.764,9.955,1.3,6.294,-1.62,tabletennis
5.341,2.326,0.266,0.537,2.822,9.911,0.704,7.632,-1.171,tabletennis
5.254,2.75,-0.364,0.393,2.807,9.85,-0.286,9.483,-0.79,tabletennis
5.491,3.248,-0.348,0.26,2.734,9.767,-1.319,11.283,-0.43,tabletennis
5.163,3.004,0.012,0.136,2.714,9.683,-2.172,12.402,-0.097,tabletennis
4.306,2.67,0.399,-0.001,2.807,9.59,-2.605,12.638,0.243,tabletennis
3.122,3.061,0.409,-0.159,3.037,9.518,-2.589,12.192,0.702,tabletennis
2.479,3.971,-0.607,-0.381,3.28,9.485,-2.365,11.355,1.337,tabletennis
3.177,4.751,-2.085,-0.648,3.461,9.404,-2.096,10.221,2.149,tabletennis
5.346,5.243,-3.33,-0.889,3.547,9.254,-1.768,9.049,2.745,tabletennis
7.988,5.301,-3.847,-1.093,3.595,9.098,-1.47,8.045,3.067,tabletennis
9.656,5.267,-3.818,-1.277,3.692,8.934,-1.392,7.436,3.336,tabletennis
10.251,5.675,-4.033,-1.427,3.862,8.733,-1.529,7.312,3.76,tabletennis
9.509,6.498,-4.274,-1.572,4.114,8.51,-1.763,7.469,4.399,tabletennis
8.54,7.436,-4.154,-1.693,4.386,8.309,-2.1,7.673,5.298,tabletennis
8.073,8.547,-3.45,-1.782,4.642,8.14,-2.448,7.799,6.302,tabletennis
8.238,9.799,-2.682,-1.845,4.837,8.023,-2.751,7.714,7.136,tabletennis
8.935,10.483,-2.223,-1.919,4.962,7.938,-3.061,7.302,7.579,tabletennis
9.437,10.427,-1.941,-2.009,5.06,7.864,-3.153,6.698,7.543,tabletennis
9.355,9.98,-1.705,-2.081,5.169,7.773,-3.108,6.258,7.185,tabletennis
8.869,8.989,-1.141,-2.13,5.273,7.647,-3.177,6.153,6.692,tabletennis
8.249,8.027,-1.721,-2.115,5.376,7.476,-3.382,6.318,6.207,tabletennis
7.954,7.479,-1.877,-2.014,5.478,7.277,-3.73,6.62,5.862,tabletennis
8.462,7.098,-1.982,-1.866,5.58,7.108,-4.159,6.913,5.622,tabletennis
9.155,6.932,-2.416,-1.717,5.653,7.002,-4.557,7.144,5.359,tabletennis
9.303,7.119,-2.089,-1.577,5.648,6.989,-4.755,7.348,4.95,tabletennis
8.333,7.314,-1.421,-1.47,5.58,7.004,-4.508,7.543,4.628,tabletennis
6.633,6.926,-0.584,-1.409,5.523,6.989,-3.792,7.697,4.706,tabletennis
5.619,5.982,-0.467,-1.378,5.51,6.93,-2.716,7.664,5.368,tabletennis
4.852,5.522,-1,-1.346,5.528,6.845,-1.608,7.487,6.543,tabletennis
4.675,5.827,-1.227,-1.288,5.558,6.738,-1.024,7.241,7.901,tabletennis
5.162,6.128,-1.372,-1.171,5.638,6.578,-1.007,7.027,8.922,tabletennis
4.993,6.23,-1.408,-1.171,5.731,6.451,-1.161,6.877,9.285,tabletennis
4.132,6.452,-1.772,-0.716,5.786,6.288,-1.16,6.744,8.754,tabletennis
3.663,7.101,-2.872,-0.846,5.884,6.167,-0.814,6.586,7.694,tabletennis
3.78,8.121,-3.444,-0.673,6.096,6.128,-0.178,6.389,6.904,tabletennis
4.287,8.367,-3.528,-0.599,6.709,6.069,0.172,6.218,6.517,tabletennis
5.432,7.927,-3.537,-0.579,6.783,6.037,-0.235,6.08,6.461,tabletennis
5.689,7.005,-2.928,-0.511,7.59,5.983,-1.161,6.179,6.33,tabletennis
5.075,6.358,-2.652,-0.336,7.434,5.963,-2.142,6.59,6.103,tabletennis
4.21,6.651,-2.582,-0.133,7.994,6.097,-3.341,7.087,6.13,tabletennis
3.535,7.501,-2.713,0.05,8.677,6.403,-4.47,7.378,6.276,tabletennis
3.355,8.465,-3.207,0.286,9.145,6.261,-5.046,7.535,6.278,tabletennis
3.875,9.243,-3.66,0.679,9.178,6.153,-5.054,7.562,6.167,tabletennis
5.052,9.771,-4.069,1.216,8.921,5.968,-4.727,7.348,6.158,tabletennis
6.021,9.971,-4.289,1.724,8.63,5.862,-4.098,6.976,6.09,tabletennis
6.079,9.881,-4.264,2.061,8.535,5.978,-3.124,6.697,5.989,tabletennis
5.598,9.914,-4.219,2.178,8.461,6.19,-2.12,6.485,6.235,tabletennis
5.365,10.336,-3.956,2.163,8.302,6.363,-1.823,6.242,6.594,tabletennis
5.713,10.94,-3.493,2.11,8.092,6.428,-2.246,5.981,6.626,tabletennis
6.505,11.219,-3.122,2.162,7.931,6.474,-2.778,5.762,6.287,tabletennis
7.393,11.353,-2.66,2.388,7.798,6.56,-2.952,5.968,6.665,tabletennis
7.545,11.284,-2.512,2.719,7.628,6.638,-2.899,6.442,7.555,tabletennis
6.837,10.953,-2.732,3.063,7.451,6.766,-2.417,6.578,7.44,tabletennis
6.041,10.773,-3.2,3.399,7.241,6.999,-1.538,6.498,6.81,tabletennis
5.927,10.417,-3.748,3.613,7.007,7.28,-1.231,6.464,6.67,tabletennis
6.752,9.974,-4.092,3.64,6.804,7.529,-1.805,6.167,5.996,tabletennis
7.799,9.501,-4.278,3.521,6.639,7.712,-3.31,5.744,4.961,tabletennis
8.356,9.066,-4.395,3.388,6.539,7.81,-5.541,5.698,4.605,tabletennis
8.243,8.69,-4.486,3.317,6.567,7.788,-7.722,6.127,4.634,tabletennis
7.839,7.991,-4.489,3.369,6.7,7.654,-8.543,6.61,4.448,tabletennis
7.44,7.084,-4.343,3.516,6.803,7.548,-8.092,6.716,4.056,tabletennis
6.902,6.11,-4.266,3.626,6.747,7.485,-7.069,6.648,3.875,tabletennis
6.29,5.262,-4.436,3.609,6.595,7.434,-5.965,6.929,4.251,tabletennis
5.978,4.682,-5.009,3.415,6.483,7.33,-5.01,7.399,4.641,tabletennis
6.019,4.125,-5.765,3.194,6.437,7.275,-4.393,7.854,4.585,tabletennis
6.09,3.695,-6.586,3.087,6.424,7.308,-3.801,8.198,4.332,tabletennis
6.341,3.083,-7.28,3.162,6.363,7.414,-3.083,8.346,4.233,tabletennis
6.553,3.371,-7.743,3.3,6.231,7.553,-2.629,8.31,4.367,tabletennis
6.814,3.16,-7.952,3.426,6.033,7.659,-2.473,8.259,4.433,tabletennis
6.98,2.959,-8.259,3.473,5.52,7.755,-2.3,8.21,4.41,tabletennis
6.8,2.659,-8.448,3.456,5.638,7.755,-2.292,8.124,4.451,tabletennis
6.33,2.416,-8.483,3.387,5.499,7.705,-2.683,8.14,4.475,tabletennis
5.787,2.393,-8.971,3.26,5.416,7.584,-3.329,8.215,4.12,tabletennis
5.316,2.708,-9.597,3.086,5.356,7.448,-3.891,8.182,3.681,tabletennis
5.124,3.253,-10.212,2.907,5.296,7.341,-4.197,8.156,3.54,tabletennis
5.083,4.008,-10.773,2.77,5.224,7.258,-4.191,8.151,3.657,tabletennis
5.273,4.909,-11.196,2.679,5.136,7.203,-4.111,8.043,3.996,tabletennis
5.464,5.774,-11.275,2.579,5.059,7.216,-3.778,7.952,4.197,tabletennis
5.364,6.322,-11.028,2.51,4.939,7.222,-3.487,7.952,4.262,tabletennis
5.003,6.693,-10.862,2.488,4.766,7.163,-3.286,8.273,4.264,tabletennis
4.799,7.23,-11.076,2.491,4.739,7.031,-3.34,8.07,4.234,tabletennis
4.984,7.973,-11.536,2.512,4.916,7.111,-3.395,8.14,4.322,tabletennis
5.326,8.763,-11.918,2.581,5.139,7.186,-3.181,8.1,4.322,tabletennis
5.448,9.517,-12.136,2.665,5.411,7.174,-2.677,8.013,4.834,tabletennis
5.52,10.256,-12.24,2.728,5.703,7.136,-2.073,7.937,4.703,tabletennis
5.626,10.789,-12.339,2.696,5.923,7.047,-1.719,7.869,4.775,tabletennis
5.594,11.129,-12.467,2.532,6.03,6.971,-1.598,7.883,4.63,tabletennis
